Year,Primary Type,Count,Mean_Temp
2014,THEFT,189,61.5
2014,THEFT,203,65.5
2014,THEFT,173,70
2014,THEFT,194,60
2014,THEFT,176,56.5
2014,THEFT,224,62.5
2014,THEFT,190,65.5
2014,THEFT,168,65
2014,THEFT,204,65
2014,THEFT,201,66.5
2014,THEFT,196,65.5
2014,THEFT,185,68
2014,THEFT,186,52.5
2014,THEFT,211,59.5
2014,THEFT,190,67.5
2014,THEFT,174,54
2014,THEFT,155,41
2014,THEFT,145,46
2014,THEFT,157,51.5
2014,THEFT,189,57
2014,THEFT,184,54.5
2014,THEFT,159,52.5
2014,THEFT,192,48.5
2014,THEFT,181,47.5
2014,THEFT,187,50.5
2014,THEFT,150,61.5
2014,THEFT,183,58.5
2014,THEFT,196,52.5
2014,THEFT,172,53
2014,THEFT,210,55
2014,THEFT,179,43
2014,THEFT,191,43.5
2014,THEFT,175,55.5
2014,THEFT,173,49
2014,THEFT,190,45.5
2014,THEFT,181,47.5
2014,THEFT,174,59.5
2014,THEFT,175,60.5
2014,THEFT,153,53
2014,THEFT,176,64
2014,THEFT,190,56.5
2014,THEFT,207,42.5
2014,THEFT,179,41.5
2014,THEFT,180,40
2014,THEFT,201,36
2014,THEFT,149,38
2014,THEFT,143,52.5
2014,THEFT,193,52
2014,THEFT,147,47
2014,THEFT,144,44.5
2014,THEFT,180,36
2014,THEFT,160,41.5
2014,THEFT,143,43.5
2014,THEFT,157,51.5
2014,THEFT,157,44.5
2014,THEFT,123,27.5
2014,THEFT,165,26.5
2014,THEFT,168,24
2014,THEFT,186,24
2014,THEFT,117,24.5
2014,THEFT,132,16
2014,THEFT,140,14
2014,THEFT,143,24.5
2014,THEFT,131,20.5
2014,THEFT,168,21
2014,THEFT,167,42.5
2014,THEFT,141,50
2014,THEFT,129,36.5
2014,THEFT,172,22
2014,THEFT,185,23
2014,THEFT,84,21
2014,THEFT,117,26
2014,THEFT,161,40
2014,THEFT,135,37
2014,THEFT,169,21.5
2014,THEFT,156,26
2014,THEFT,169,30.5
2014,THEFT,180,29
2014,THEFT,169,36
2014,THEFT,159,33
2014,THEFT,122,31
2014,THEFT,158,34.5
2014,THEFT,140,34.5
2014,THEFT,162,30.5
2014,THEFT,157,27.5
2014,THEFT,174,30
2014,THEFT,175,41
2014,THEFT,136,47.5
2014,THEFT,164,44
2014,THEFT,148,37
2014,THEFT,171,26.5
2014,THEFT,169,23.5
2014,THEFT,166,29.5
2014,THEFT,167,30.5
2014,THEFT,150,33.5
2014,THEFT,179,34.5
2014,THEFT,172,43
2014,THEFT,144,38
2014,THEFT,63,37.5
2014,THEFT,113,43
2014,THEFT,163,40
2014,THEFT,133,28.5
2014,THEFT,154,24.5
2014,THEFT,125,14.5
2014,THEFT,141,11
2015,THEFT,152,23
2015,THEFT,130,24.5
2015,THEFT,136,31.5
2015,THEFT,108,17.5
2015,THEFT,123,1.5
2015,THEFT,124,2.5
2015,THEFT,101,0
2015,THEFT,96,5
2015,THEFT,107,5.5
2015,THEFT,140,11
2015,THEFT,146,27
2015,THEFT,149,21.5
2015,THEFT,141,11
2015,THEFT,133,10
2015,THEFT,164,25.5
2015,THEFT,167,28.5
2015,THEFT,156,34
2015,THEFT,156,33.5
2015,THEFT,156,33
2015,THEFT,184,32.5
2015,THEFT,160,31
2015,THEFT,172,29.5
2015,THEFT,156,30
2015,THEFT,163,36
2015,THEFT,133,29
2015,THEFT,153,20.5
2015,THEFT,125,26
2015,THEFT,155,26.5
2015,THEFT,163,31.5
2015,THEFT,140,24
2015,THEFT,114,27.5
2015,THEFT,104,25
2015,THEFT,90,12.5
2015,THEFT,110,14
2015,THEFT,116,14.5
2015,THEFT,110,6.5
2015,THEFT,131,22
2015,THEFT,113,29.5
2015,THEFT,112,32
2015,THEFT,131,23
2015,THEFT,120,23.5
2015,THEFT,123,26.5
2015,THEFT,123,13
2015,THEFT,121,15.5
2015,THEFT,121,14
2015,THEFT,95,6
2015,THEFT,99,11.5
2015,THEFT,128,13.5
2015,THEFT,113,2.5
2015,THEFT,103,-2
2015,THEFT,130,5.5
2015,THEFT,140,24.5
2015,THEFT,104,15
2015,THEFT,130,4
2015,THEFT,114,16.5
2015,THEFT,96,18
2015,THEFT,111,9.5
2015,THEFT,135,6
2015,THEFT,104,5.5
2015,THEFT,128,17.5
2015,THEFT,131,23
2015,THEFT,115,29
2015,THEFT,120,20.5
2015,THEFT,110,9.5
2015,THEFT,135,13.5
2015,THEFT,122,34
2015,THEFT,133,34
2015,THEFT,137,37.5
2015,THEFT,142,43
2015,THEFT,150,40.5
2015,THEFT,158,42
2015,THEFT,159,51
2015,THEFT,159,48.5
2015,THEFT,142,45.5
2015,THEFT,158,57.5
2015,THEFT,147,36.5
2015,THEFT,131,39
2015,THEFT,154,41.5
2015,THEFT,147,44
2015,THEFT,133,40.5
2015,THEFT,130,30.5
2015,THEFT,139,29.5
2015,THEFT,142,28
2015,THEFT,130,38
2015,THEFT,123,36.5
2015,THEFT,130,26
2015,THEFT,140,28
2015,THEFT,128,35.5
2015,THEFT,163,47.5
2015,THEFT,134,48.5
2015,THEFT,188,53.5
2015,THEFT,163,57.5
2015,THEFT,150,41.5
2015,THEFT,143,43
2015,THEFT,119,51
2015,THEFT,148,48
2015,THEFT,139,42
2015,THEFT,147,45
2015,THEFT,128,56
2015,THEFT,164,50.5
2015,THEFT,139,50
2015,THEFT,138,54.5
2015,THEFT,156,57
2015,THEFT,139,52.5
2015,THEFT,164,53.5
2015,THEFT,136,55.5
2015,THEFT,159,61.5
2015,THEFT,186,56
2015,THEFT,153,58
2015,THEFT,176,46.5
2015,THEFT,150,46
2015,THEFT,144,40
2015,THEFT,147,43.5
2015,THEFT,167,43
2015,THEFT,142,43.5
2015,THEFT,136,45.5
2015,THEFT,148,46.5
2015,THEFT,146,46.5
2015,THEFT,165,49.5
2015,THEFT,145,44.5
2015,THEFT,183,52.5
2015,THEFT,145,63
2015,THEFT,167,66.5
2015,THEFT,144,64.5
2015,THEFT,150,51.5
2015,THEFT,145,61.5
2015,THEFT,178,67.5
2015,THEFT,167,72
2015,THEFT,137,55.5
2015,THEFT,159,49.5
2015,THEFT,149,57.5
2015,THEFT,164,50
2015,THEFT,179,46
2015,THEFT,171,54.5
2015,THEFT,169,66.5
2015,THEFT,173,70.5
2015,THEFT,155,74
2015,THEFT,153,63
2015,THEFT,160,46.5
2015,THEFT,138,43.5
2015,THEFT,155,57
2015,THEFT,182,56.5
2015,THEFT,179,63
2015,THEFT,134,65.5
2015,THEFT,124,71.5
2015,THEFT,162,69
2015,THEFT,158,66.5
2015,THEFT,174,68
2015,THEFT,192,72
2015,THEFT,161,57.5
2015,THEFT,133,48.5
2015,THEFT,178,52
2015,THEFT,170,56
2015,THEFT,154,63.5
2015,THEFT,166,69
2015,THEFT,168,62.5
2015,THEFT,166,61.5
2015,THEFT,137,68
2015,THEFT,151,72.5
2015,THEFT,161,72.5
2015,THEFT,171,80
2015,THEFT,159,65
2015,THEFT,187,61.5
2015,THEFT,178,71
2015,THEFT,169,75.5
2015,THEFT,185,74
2015,THEFT,185,64
2015,THEFT,165,64
2015,THEFT,159,68.5
2015,THEFT,199,60.5
2015,THEFT,174,65.5
2015,THEFT,146,75.5
2015,THEFT,179,74.5
2015,THEFT,171,72.5
2015,THEFT,175,69.5
2015,THEFT,164,70
2015,THEFT,166,62.5
2015,THEFT,156,66
2015,THEFT,139,66.5
2015,THEFT,156,69.5
2015,THEFT,178,67
2015,THEFT,184,61.5
2015,THEFT,151,61
2015,THEFT,179,66
2015,THEFT,150,70
2015,THEFT,167,71.5
2015,THEFT,161,74.5
2015,THEFT,176,63
2015,THEFT,171,60.5
2015,THEFT,155,67.5
2015,THEFT,196,71
2015,THEFT,168,69.5
2015,THEFT,167,76
2015,THEFT,177,77
2015,THEFT,191,72
2015,THEFT,199,67
2015,THEFT,159,66.5
2015,THEFT,186,81.5
2015,THEFT,167,81
2015,THEFT,163,75
2015,THEFT,186,74
2015,THEFT,168,73.5
2015,THEFT,175,73.5
2015,THEFT,196,74
2015,THEFT,204,74
2015,THEFT,177,80
2015,THEFT,148,72
2015,THEFT,212,77.5
2015,THEFT,172,79
2015,THEFT,157,79
2015,THEFT,160,76.5
2015,THEFT,173,77
2015,THEFT,266,75.5
2015,THEFT,177,79
2015,THEFT,170,74.5
2015,THEFT,162,71.5
2015,THEFT,169,71.5
2015,THEFT,192,73.5
2015,THEFT,198,73
2015,THEFT,184,75
2015,THEFT,160,73.5
2015,THEFT,190,76
2015,THEFT,169,73.5
2015,THEFT,177,71
2015,THEFT,160,75
2015,THEFT,181,78.5
2015,THEFT,180,79.5
2015,THEFT,179,80
2015,THEFT,170,78
2015,THEFT,179,75
2015,THEFT,188,68.5
2015,THEFT,192,66.5
2015,THEFT,214,68.5
2015,THEFT,159,70.5
2015,THEFT,171,69
2015,THEFT,154,65
2015,THEFT,185,65.5
2015,THEFT,189,61.5
2015,THEFT,200,63.5
2015,THEFT,207,64
2015,THEFT,153,66.5
2015,THEFT,172,69.5
2015,THEFT,176,72.5
2015,THEFT,200,78
2015,THEFT,169,81
2015,THEFT,227,81
2015,THEFT,200,76.5
2015,THEFT,171,78
2015,THEFT,162,81
2015,THEFT,160,82
2015,THEFT,174,74.5
2015,THEFT,167,67.5
2015,THEFT,156,64
2015,THEFT,151,60.5
2015,THEFT,158,57.5
2015,THEFT,143,59
2015,THEFT,202,67
2015,THEFT,178,72
2015,THEFT,176,69.5
2015,THEFT,183,73
2015,THEFT,188,69.5
2015,THEFT,184,62
2015,THEFT,183,61.5
2015,THEFT,157,63
2015,THEFT,146,66.5
2015,THEFT,197,68.5
2015,THEFT,167,66
2015,THEFT,161,66.5
2015,THEFT,161,67.5
2015,THEFT,148,67.5
2015,THEFT,173,70.5
2015,THEFT,157,61.5
2015,THEFT,176,56.5
2015,THEFT,183,55.5
2015,THEFT,185,55.5
2015,THEFT,149,51
2015,THEFT,142,53.5
2015,THEFT,164,57.5
2015,THEFT,168,63
2015,THEFT,141,62.5
2015,THEFT,161,63.5
2015,THEFT,194,55.5
2015,THEFT,173,53.5
2015,THEFT,142,65
2015,THEFT,157,64
2015,THEFT,162,55
2015,THEFT,176,52.5
2015,THEFT,190,57.5
2015,THEFT,170,46
2015,THEFT,182,43
2015,THEFT,111,46.5
2015,THEFT,181,60
2015,THEFT,185,65.5
2015,THEFT,189,63.5
2015,THEFT,152,56.5
2015,THEFT,163,58
2015,THEFT,180,56
2015,THEFT,175,51.5
2015,THEFT,178,49
2015,THEFT,151,53
2015,THEFT,160,46.5
2015,THEFT,165,41.5
2015,THEFT,165,46
2015,THEFT,157,48.5
2015,THEFT,186,53.5
2015,THEFT,154,59.5
2015,THEFT,167,57
2015,THEFT,173,59.5
2015,THEFT,179,64.5
2015,THEFT,174,53
2015,THEFT,168,44
2015,THEFT,163,40
2015,THEFT,160,42.5
2015,THEFT,129,44
2015,THEFT,134,49.5
2015,THEFT,156,49
2015,THEFT,159,39.5
2015,THEFT,175,41
2015,THEFT,155,54
2015,THEFT,163,50
2015,THEFT,143,54
2015,THEFT,164,54.5
2015,THEFT,150,41
2015,THEFT,163,35.5
2015,THEFT,124,25.5
2015,THEFT,112,17
2015,THEFT,149,31
2015,THEFT,135,31
2015,THEFT,146,40.5
2015,THEFT,99,54
2015,THEFT,163,45
2015,THEFT,137,34
2015,THEFT,125,33
2015,THEFT,159,41
2015,THEFT,155,40
2015,THEFT,169,34.5
2015,THEFT,173,32.5
2015,THEFT,162,39.5
2015,THEFT,150,37.5
2015,THEFT,149,37
2015,THEFT,179,33
2015,THEFT,186,42.5
2015,THEFT,171,46
2015,THEFT,172,49
2015,THEFT,190,46
2015,THEFT,164,52
2015,THEFT,182,54.5
2015,THEFT,192,51.5
2015,THEFT,194,41
2015,THEFT,173,44
2015,THEFT,187,31.5
2015,THEFT,172,28
2015,THEFT,164,22.5
2015,THEFT,152,36.5
2015,THEFT,159,46.5
2015,THEFT,185,38
2015,THEFT,204,49.5
2015,THEFT,131,38
2015,THEFT,87,38
2015,THEFT,129,39.5
2015,THEFT,159,37.5
2015,THEFT,126,35
2015,THEFT,147,34
2015,THEFT,130,28
2015,THEFT,133,25
2016,THEFT,128,25
2016,THEFT,131,26
2016,THEFT,148,25.5
2016,THEFT,135,26.5
2016,THEFT,154,25
2016,THEFT,146,28.5
2016,THEFT,165,37.5
2016,THEFT,161,39
2016,THEFT,128,31.5
2016,THEFT,118,12.5
2016,THEFT,118,11.5
2016,THEFT,117,11.5
2016,THEFT,141,11.5
2016,THEFT,151,34
2016,THEFT,168,36.5
2016,THEFT,134,19.5
2016,THEFT,97,3.5
2016,THEFT,114,1.5
2016,THEFT,139,8.5
2016,THEFT,161,17.5
2016,THEFT,154,19
2016,THEFT,176,24.5
2016,THEFT,177,26.5
2016,THEFT,140,29
2016,THEFT,166,32.5
2016,THEFT,123,30
2016,THEFT,153,28.5
2016,THEFT,164,34
2016,THEFT,172,27.5
2016,THEFT,171,40.5
2016,THEFT,131,40.5
2016,THEFT,159,37.5
2016,THEFT,124,35
2016,THEFT,144,32.5
2016,THEFT,130,25.5
2016,THEFT,149,29.5
2016,THEFT,143,32.5
2016,THEFT,130,37.5
2016,THEFT,133,26
2016,THEFT,130,17
2016,THEFT,104,13.5
2016,THEFT,139,14
2016,THEFT,149,15
2016,THEFT,137,9.5
2016,THEFT,90,13.5
2016,THEFT,108,22.5
2016,THEFT,149,28.5
2016,THEFT,125,27.5
2016,THEFT,175,32.5
2016,THEFT,181,51.5
2016,THEFT,126,47.5
2016,THEFT,138,35
2016,THEFT,135,35
2016,THEFT,143,35.5
2016,THEFT,129,34
2016,THEFT,145,34
2016,THEFT,162,28.5
2016,THEFT,153,41
2016,THEFT,121,49
2016,THEFT,151,40
2016,THEFT,168,24
2016,THEFT,138,21.5
2016,THEFT,140,30
2016,THEFT,144,29.5
2016,THEFT,162,34
2016,THEFT,141,42.5
2016,THEFT,165,53.5
2016,THEFT,158,64
2016,THEFT,125,55.5
2016,THEFT,150,44
2016,THEFT,165,44.5
2016,THEFT,166,46
2016,THEFT,135,45.5
2016,THEFT,141,49
2016,THEFT,157,52
2016,THEFT,143,50.5
2016,THEFT,170,48
2016,THEFT,161,40.5
2016,THEFT,147,40.5
2016,THEFT,136,37
2016,THEFT,126,38.5
2016,THEFT,148,51.5
2016,THEFT,155,39
2016,THEFT,130,34.5
2016,THEFT,169,38
2016,THEFT,148,42.5
2016,THEFT,126,49.5
2016,THEFT,150,44
2016,THEFT,150,44.5
2016,THEFT,179,52
2016,THEFT,164,55.5
2016,THEFT,178,42
2016,THEFT,146,33.5
2016,THEFT,170,48.5
2016,THEFT,152,33.5
2016,THEFT,147,34.5
2016,THEFT,148,45
2016,THEFT,151,37
2016,THEFT,150,33.5
2016,THEFT,160,30
2016,THEFT,145,41.5
2016,THEFT,135,43.5
2016,THEFT,156,38.5
2016,THEFT,123,45
2016,THEFT,150,49
2016,THEFT,198,55
2016,THEFT,155,58.5
2016,THEFT,138,62
2016,THEFT,168,66
2016,THEFT,171,51.5
2016,THEFT,150,61
2016,THEFT,155,60
2016,THEFT,164,47.5
2016,THEFT,135,49
2016,THEFT,150,59.5
2016,THEFT,161,70.5
2016,THEFT,138,55
2016,THEFT,131,45
2016,THEFT,157,46
2016,THEFT,159,46
2016,THEFT,145,45.5
2016,THEFT,161,45.5
2016,THEFT,176,50.5
2016,THEFT,155,53.5
2016,THEFT,124,49.5
2016,THEFT,175,51
2016,THEFT,179,62
2016,THEFT,167,57
2016,THEFT,125,56
2016,THEFT,146,54
2016,THEFT,135,57
2016,THEFT,174,60
2016,THEFT,160,61.5
2016,THEFT,186,54.5
2016,THEFT,161,44
2016,THEFT,158,45
2016,THEFT,166,58
2016,THEFT,144,50.5
2016,THEFT,176,53
2016,THEFT,158,54
2016,THEFT,169,56
2016,THEFT,166,64
2016,THEFT,171,65
2016,THEFT,175,64.5
2016,THEFT,169,73
2016,THEFT,149,75
2016,THEFT,173,72.5
2016,THEFT,187,73.5
2016,THEFT,189,72.5
2016,THEFT,144,71
2016,THEFT,168,75
2016,THEFT,155,73
2016,THEFT,178,70.5
2016,THEFT,178,68
2016,THEFT,177,69.5
2016,THEFT,162,67
2016,THEFT,170,70
2016,THEFT,169,70.5
2016,THEFT,150,59
2016,THEFT,175,61
2016,THEFT,148,62.5
2016,THEFT,195,76.5
2016,THEFT,195,81
2016,THEFT,195,69
2016,THEFT,177,70
2016,THEFT,170,75.5
2016,THEFT,167,79
2016,THEFT,194,70
2016,THEFT,183,73
2016,THEFT,185,72.5
2016,THEFT,174,75.5
2016,THEFT,170,81.5
2016,THEFT,189,74
2016,THEFT,162,71.5
2016,THEFT,184,71
2016,THEFT,198,72
2016,THEFT,192,77
2016,THEFT,166,81
2016,THEFT,170,79.5
2016,THEFT,185,64
2016,THEFT,183,68
2016,THEFT,203,67.5
2016,THEFT,182,65.5
2016,THEFT,155,65
2016,THEFT,166,66
2016,THEFT,144,72.5
2016,THEFT,168,76.5
2016,THEFT,173,77.5
2016,THEFT,195,77
2016,THEFT,203,77
2016,THEFT,174,72
2016,THEFT,163,71
2016,THEFT,155,79.5
2016,THEFT,184,81
2016,THEFT,172,76
2016,THEFT,185,77.5
2016,THEFT,227,67.5
2016,THEFT,182,67
2016,THEFT,135,72
2016,THEFT,195,79.5
2016,THEFT,194,79.5
2016,THEFT,193,78.5
2016,THEFT,201,81.5
2016,THEFT,187,81
2016,THEFT,198,80.5
2016,THEFT,182,82
2016,THEFT,201,80.5
2016,THEFT,231,78.5
2016,THEFT,200,78.5
2016,THEFT,169,77
2016,THEFT,211,75.5
2016,THEFT,248,73
2016,THEFT,242,73
2016,THEFT,200,74.5
2016,THEFT,188,77
2016,THEFT,186,79.5
2016,THEFT,170,80.5
2016,THEFT,205,79
2016,THEFT,191,75
2016,THEFT,196,72.5
2016,THEFT,198,78
2016,THEFT,155,77.5
2016,THEFT,170,79
2016,THEFT,189,82.5
2016,THEFT,207,78.5
2016,THEFT,193,78
2016,THEFT,192,76
2016,THEFT,202,72.5
2016,THEFT,212,79.5
2016,THEFT,215,79
2016,THEFT,199,77.5
2016,THEFT,191,75
2016,THEFT,212,71.5
2016,THEFT,172,67
2016,THEFT,185,67
2016,THEFT,171,70.5
2016,THEFT,194,77
2016,THEFT,191,76
2016,THEFT,199,73.5
2016,THEFT,207,75.5
2016,THEFT,188,77
2016,THEFT,206,78
2016,THEFT,187,77
2016,THEFT,217,69.5
2016,THEFT,229,67.5
2016,THEFT,197,68
2016,THEFT,188,66
2016,THEFT,176,69.5
2016,THEFT,180,74.5
2016,THEFT,182,83
2016,THEFT,173,81.5
2016,THEFT,209,76
2016,THEFT,187,72
2016,THEFT,178,66
2016,THEFT,189,63.5
2016,THEFT,183,66.5
2016,THEFT,189,75
2016,THEFT,220,69
2016,THEFT,219,69
2016,THEFT,176,74
2016,THEFT,189,72
2016,THEFT,182,69
2016,THEFT,191,72
2016,THEFT,207,74.5
2016,THEFT,178,69.5
2016,THEFT,215,72.5
2016,THEFT,206,70
2016,THEFT,165,70
2016,THEFT,197,74
2016,THEFT,205,62.5
2016,THEFT,187,60.5
2016,THEFT,176,55
2016,THEFT,171,62
2016,THEFT,184,62
2016,THEFT,210,60.5
2016,THEFT,165,60.5
2016,THEFT,202,62
2016,THEFT,157,67.5
2016,THEFT,192,69.5
2016,THEFT,181,66
2016,THEFT,200,58.5
2016,THEFT,155,52.5
2016,THEFT,151,55
2016,THEFT,192,58
2016,THEFT,173,63.5
2016,THEFT,195,57
2016,THEFT,176,47.5
2016,THEFT,210,52
2016,THEFT,193,61.5
2016,THEFT,180,68.5
2016,THEFT,192,74.5
2016,THEFT,193,65.5
2016,THEFT,155,60
2016,THEFT,167,50.5
2016,THEFT,196,45.5
2016,THEFT,186,48.5
2016,THEFT,178,57
2016,THEFT,203,49
2016,THEFT,189,45
2016,THEFT,182,48
2016,THEFT,206,46.5
2016,THEFT,224,51.5
2016,THEFT,149,63.5
2016,THEFT,171,48.5
2016,THEFT,187,49.5
2016,THEFT,181,68
2016,THEFT,199,60
2016,THEFT,162,57.5
2016,THEFT,198,51.5
2016,THEFT,204,55.5
2016,THEFT,165,55.5
2016,THEFT,174,54
2016,THEFT,140,56
2016,THEFT,195,49.5
2016,THEFT,183,52
2016,THEFT,193,44.5
2016,THEFT,180,41.5
2016,THEFT,150,45.5
2016,THEFT,163,50.5
2016,THEFT,153,46
2016,THEFT,185,49.5
2016,THEFT,202,58
2016,THEFT,191,52.5
2016,THEFT,172,33.5
2016,THEFT,143,29
2016,THEFT,189,31.5
2016,THEFT,178,33
2016,THEFT,172,40.5
2016,THEFT,98,39
2016,THEFT,184,36.5
2016,THEFT,184,39.5
2016,THEFT,152,38
2016,THEFT,195,46
2016,THEFT,176,50.5
2016,THEFT,181,39.5
2016,THEFT,199,38
2016,THEFT,204,37
2016,THEFT,196,31.5
2016,THEFT,143,30
2016,THEFT,159,32.5
2016,THEFT,172,33
2016,THEFT,159,24.5
2016,THEFT,173,20.5
2016,THEFT,151,21.5
2016,THEFT,144,20.5
2016,THEFT,119,28
2016,THEFT,138,19.5
2016,THEFT,141,12
2016,THEFT,170,11
2016,THEFT,146,3.5
2016,THEFT,170,13.5
2016,THEFT,176,20
2016,THEFT,96,5.5
2016,THEFT,146,1
2016,THEFT,188,21
2016,THEFT,181,27.5
2016,THEFT,175,30.5
2016,THEFT,186,31
2016,THEFT,147,35.5
2016,THEFT,76,35.5
2016,THEFT,156,41
2016,THEFT,146,23.5
2016,THEFT,175,32
2016,THEFT,140,32.5
2016,THEFT,166,31
2016,THEFT,153,31.5
2017,THEFT,175,28.5
2017,THEFT,120,32.5
2017,THEFT,148,29
2017,THEFT,160,13
2017,THEFT,130,8
2017,THEFT,122,4.5
2017,THEFT,121,9
2017,THEFT,104,10.5
2017,THEFT,159,26
2017,THEFT,152,38
2017,THEFT,146,34
2017,THEFT,149,23.5
2017,THEFT,188,21.5
2017,THEFT,135,28
2017,THEFT,147,28
2017,THEFT,166,33.5
2017,THEFT,186,37
2017,THEFT,158,33
2017,THEFT,168,36
2017,THEFT,186,40.5
2017,THEFT,193,49.5
2017,THEFT,169,42
2017,THEFT,195,39
2017,THEFT,180,36
2017,THEFT,188,38
2017,THEFT,167,32
2017,THEFT,173,27.5
2017,THEFT,168,26.5
2017,THEFT,127,24.5
2017,THEFT,169,26
2017,THEFT,163,37
2017,THEFT,176,29.5
2017,THEFT,163,19
2017,THEFT,151,21
2017,THEFT,154,21.5
2017,THEFT,165,31
2017,THEFT,170,38
2017,THEFT,154,41
2017,THEFT,151,25.5
2017,THEFT,156,19
2017,THEFT,142,29.5
2017,THEFT,179,41.5
2017,THEFT,148,39
2017,THEFT,168,34.5
2017,THEFT,155,40.5
2017,THEFT,149,30.5
2017,THEFT,181,35.5
2017,THEFT,192,47
2017,THEFT,168,55
2017,THEFT,166,52
2017,THEFT,149,55.5
2017,THEFT,164,57.5
2017,THEFT,145,59
2017,THEFT,123,48.5
2017,THEFT,155,36.5
2017,THEFT,123,28
2017,THEFT,122,35
2017,THEFT,143,40.5
2017,THEFT,150,53.5
2017,THEFT,137,43
2017,THEFT,135,31
2017,THEFT,163,27
2017,THEFT,137,35
2017,THEFT,144,46
2017,THEFT,166,58.5
2017,THEFT,155,54.5
2017,THEFT,143,46.5
2017,THEFT,155,35.5
2017,THEFT,155,29.5
2017,THEFT,134,25
2017,THEFT,99,27
2017,THEFT,123,29
2017,THEFT,96,23.5
2017,THEFT,135,24.5
2017,THEFT,149,30
2017,THEFT,152,43
2017,THEFT,138,38.5
2017,THEFT,102,41
2017,THEFT,137,45.5
2017,THEFT,143,43.5
2017,THEFT,147,32.5
2017,THEFT,129,39.5
2017,THEFT,162,62
2017,THEFT,156,44
2017,THEFT,157,54.5
2017,THEFT,151,47
2017,THEFT,150,43
2017,THEFT,167,42
2017,THEFT,166,42
2017,THEFT,176,40
2017,THEFT,184,46.5
2017,THEFT,144,51.5
2017,THEFT,157,50
2017,THEFT,130,49.5
2017,THEFT,153,43.5
2017,THEFT,163,44.5
2017,THEFT,162,45.5
2017,THEFT,158,52.5
2017,THEFT,158,67
2017,THEFT,128,59.5
2017,THEFT,172,47.5
2017,THEFT,173,48.5
2017,THEFT,160,52
2017,THEFT,162,56.5
2017,THEFT,165,71.5
2017,THEFT,112,62.5
2017,THEFT,158,56.5
2017,THEFT,151,58.5
2017,THEFT,178,57.5
2017,THEFT,185,60.5
2017,THEFT,195,48.5
2017,THEFT,139,49
2017,THEFT,155,54.5
2017,THEFT,156,56.5
2017,THEFT,179,65.5
2017,THEFT,150,67
2017,THEFT,173,51.5
2017,THEFT,175,50
2017,THEFT,140,43
2017,THEFT,129,44.5
2017,THEFT,176,51
2017,THEFT,150,46
2017,THEFT,162,45.5
2017,THEFT,190,48.5
2017,THEFT,157,51
2017,THEFT,170,51
2017,THEFT,141,47.5
2017,THEFT,173,45.5
2017,THEFT,170,51.5
2017,THEFT,157,55.5
2017,THEFT,174,57
2017,THEFT,211,59
2017,THEFT,158,64.5
2017,THEFT,147,61
2017,THEFT,194,66
2017,THEFT,171,74
2017,THEFT,184,73
2017,THEFT,181,63
2017,THEFT,190,46.5
2017,THEFT,154,56
2017,THEFT,155,58
2017,THEFT,182,60.5
2017,THEFT,168,58.5
2017,THEFT,205,57.5
2017,THEFT,171,60.5
2017,THEFT,179,61.5
2017,THEFT,170,65
2017,THEFT,129,66.5
2017,THEFT,147,66
2017,THEFT,181,64
2017,THEFT,151,63
2017,THEFT,169,66
2017,THEFT,204,69.5
2017,THEFT,185,70.5
2017,THEFT,160,79
2017,THEFT,170,67
2017,THEFT,193,65
2017,THEFT,187,66.5